id,From_Node,To_Node,FACTYPE,am_vol,md_vol,pm_vol,day_vol
219234,200548099,200551765,7,0.000,0.000,0.000,0.000
219234,200551765,200548099,7,0.000,0.000,0.000,0.000
219235,200551128,200556417,7,3.954,2.510,2.307,9.788
219235,200556417,200551128,7,4.341,2.430,0.207,9.366
219236,200551128,200551857,7,0.078,0.003,0.004,0.113
219236,200551857,200551128,7,0.685,0.066,1.182,2.166
219237,200554384,200555739,3,1526.211,429.987,437.384,2893.295
219237,200555739,200554384,3,1027.414,286.899,192.632,1993.131
219238,200547776,200550447,5,359.243,129.471,147.278,698.247
219238,200550447,200547776,5,342.541,90.494,53.631,699.024
219239,200549033,200555888,7,0.000,0.000,0.000,0.000
219239,200555888,200549033,7,0.000,0.000,0.000,0.000
219240,200558629,200558807,7,3.054,3.076,6.635,12.836
219240,200558807,200558629,7,4.187,2.104,2.792,12.976
219241,200552529,200559782,5,159.641,47.270,52.977,281.494
219241,200559782,200552529,5,147.347,36.827,25.516,280.269
219242,200551922,200557400,7,0.023,0.001,0.001,0.027
219242,200557400,200551922,7,0.021,0.001,0.001,0.027
219243,200550304,200559054,7,0.078,0.003,0.004,0.113
219243,200559054,200550304,7,0.685,0.066,1.182,2.166
219244,200549704,200551128,7,4.032,2.513,2.311,9.901
219244,200551128,200549704,7,5.026,2.496,1.389,11.533
219245,200555200,200557400,7,0.021,0.001,0.001,0.027
219245,200557400,200555200,7,0.023,0.001,0.001,0.027
219246,200549704,200555200,7,20.368,8.343,4.203,35.555
219246,200555200,200549704,7,21.433,2.991,2.717,36.211
219247,200554509,200559782,6,12.284,3.355,2.920,23.389
219247,200559782,200554509,6,9.230,4.841,4.645,20.376
219248,200551280,200554509,7,12.284,3.355,2.920,23.389
219248,200554509,200551280,7,9.230,4.841,4.645,20.376
219249,200552832,200554925,7,105.049,22.049,16.687,203.155
219249,200554925,200552832,7,112.227,37.435,34.574,202.631
219250,200553420,200558629,7,3.054,3.076,6.635,12.836
219250,200558629,200553420,7,4.187,2.104,2.792,12.976
219251,200553420,200556046,7,0.000,0.000,0.000,0.000
219251,200556046,200553420,7,0.000,0.000,0.000,0.000
219252,200554384,200557552,7,94.502,21.118,16.787,153.202
219252,200557552,200554384,7,85.364,11.317,7.271,152.911
219253,200551422,200557552,7,85.364,11.317,7.271,152.911
219253,200557552,200551422,7,94.502,21.118,16.787,153.202
219254,200547573,200557552,7,0.000,0.000,0.000,0.000
219254,200557552,200547573,7,0.000,0.000,0.000,0.000
219255,200551280,200552994,7,9.230,4.841,4.645,20.376
219255,200552994,200551280,7,12.284,3.355,2.920,23.389
219256,200554384,200558406,3,1026.657,279.480,188.782,1997.851
219256,200558406,200554384,3,1534.590,432.370,443.049,2898.305
219257,200551422,200554529,7,0.000,0.000,0.000,0.000
219257,200554529,200551422,7,0.000,0.000,0.000,0.000
219258,200551422,200554072,7,0.000,0.000,0.000,0.000
219258,200554072,200551422,7,0.000,0.000,0.000,0.000
219259,200547127,200552290,7,0.000,0.000,0.000,0.000
219259,200552290,200547127,7,0.000,0.000,0.000,0.000
219261,200551280,200553822,7,0.000,0.000,0.000,0.000
219261,200553822,200551280,7,0.000,0.000,0.000,0.000
219262,200549912,200558406,7,0.000,0.000,0.000,0.000
219262,200558406,200549912,7,0.000,0.000,0.000,0.000
219263,200553420,200555348,7,4.187,2.104,2.792,12.976
219263,200555348,200553420,7,3.054,3.076,6.635,12.836
219360,200017213,200066662,3,514.498,109.346,83.504,949.526
219360,200066662,200017213,3,661.131,210.586,229.438,1325.930
219361,200549353,200554161,3,661.131,210.586,229.438,1325.930
219361,200554161,200549353,3,719.965,151.265,122.468,1278.942
219362,200018612,200066662,3,661.131,210.586,229.438,1325.930
219362,200066662,200018612,3,719.965,151.265,122.468,1278.942
219364,200018612,200554161,3,719.965,151.265,122.468,1278.942
219364,200554161,200018612,3,661.131,210.586,229.438,1325.930
219366,200066662,200071306,30,0.000,0.000,0.000,0.000
219366,200071306,200066662,30,205.466,41.919,38.965,329.416
219367,200556393,200560298,1,0.000,0.000,0.000,0.000
219367,200560298,200556393,1,2809.048,696.987,1154.685,5457.883
219368,200549389,200554872,1,0.000,0.000,0.000,0.000
219368,200554872,200549389,1,3013.869,780.955,1186.087,5494.747
219369,200555616,200556393,1,0.000,0.000,0.000,0.000
219369,200556393,200555616,1,2809.048,696.987,1154.685,5457.883
219370,200071306,200556889,30,0.000,0.000,0.000,0.000
219370,200556889,200071306,30,205.466,41.919,38.965,329.416
219371,200550930,200555630,7,0.000,0.000,0.000,0.000
219371,200555630,200550930,7,0.000,0.000,0.000,0.000
219372,200555630,200561075,7,0.000,0.000,0.000,0.000
219372,200561075,200555630,7,0.000,0.000,0.000,0.000
219373,200547859,200560368,7,0.000,0.000,0.000,0.000
219373,200560368,200547859,7,0.000,0.000,0.000,0.000
219374,200551022,200560368,7,0.000,0.000,0.000,0.000
219374,200560368,200551022,7,0.000,0.000,0.000,0.000
219375,200018085,200561617,30,0.000,0.000,0.000,0.000
219375,200561617,200018085,30,707.564,139.937,277.500,1203.018
219376,200555773,200556518,7,0.000,0.000,0.000,0.000
219376,200556518,200555773,7,0.000,0.000,0.000,0.000
219377,200555546,200556518,5,0.000,0.000,0.000,0.000
219377,200556518,200555546,5,0.000,0.000,0.000,0.000
219378,200556518,200561234,7,0.000,0.000,0.000,0.000
219378,200561234,200556518,7,0.000,0.000,0.000,0.000
219379,200547999,200553426,7,0.000,0.000,0.000,0.000
219379,200553426,200547999,7,0.000,0.000,0.000,0.000
219380,200547999,200552729,7,0.000,0.000,0.000,0.000
219380,200552729,200547999,7,0.000,0.000,0.000,0.000
219381,200549503,200552729,5,75.737,20.592,15.780,125.422
219381,200552729,200549503,5,73.106,14.586,14.442,121.619
219382,200552729,200558135,5,75.737,20.592,15.780,125.422
219382,200558135,200552729,5,73.106,14.586,14.442,121.619
219383,200558135,200560962,5,75.737,20.592,15.780,125.422
219383,200560962,200558135,5,73.106,14.586,14.442,121.619
219384,200554275,200556607,7,0.000,0.000,0.000,0.000
219384,200556607,200554275,7,0.000,0.000,0.000,0.000
219385,200552868,200555519,1,3516.612,836.924,1432.186,6660.900
219385,200555519,200552868,1,0.000,0.000,0.000,0.000
219386,200558735,200560962,5,354.101,93.588,93.836,628.188
219386,200560962,200558735,5,300.272,66.349,60.080,546.963
219387,200553321,200558735,5,354.101,93.588,93.836,628.188
219387,200558735,200553321,5,300.272,66.349,60.080,546.963
219388,200553321,200554204,5,300.272,66.349,60.080,546.963
219388,200554204,200553321,5,354.101,93.588,93.836,628.188
219389,200553574,200553765,5,354.101,93.588,93.836,628.188
219389,200553765,200553574,5,300.272,66.349,60.080,546.963
